sentence_id,text,label
bdc79ee1-81ad-4305-aeb6-b129703360ba_gen,When can I expect this vehicle to be available,WHAT_IS_PURCHASE_PENDING
87b446ac-b1a5-4272-bce4-82eeb5b6f929_gen,It says purchase pending now?,WHAT_IS_PURCHASE_PENDING
a237bf48-c9e7-4cce-ae04-9726cfbe6b6b_gen,Is the car I was looking at still available or is it being purchased by someone else?,WHAT_IS_PURCHASE_PENDING
325c7b86-5ee0-4072-a956-abf3138fb741_gen,when will this vehicle be available again,WHAT_IS_PURCHASE_PENDING
cabcf1d2-5732-445f-a482-e4daeba49d93_gen,Pending purchase,WHAT_IS_PURCHASE_PENDING
644bbf41-9e74-4745-b3fd-4a264bd60f72_gen,It's taken it says,WHAT_IS_PURCHASE_PENDING
e48bef20-c4fd-49f4-a7d5-12315f46acda_gen,"Says vehicle is locked, why is that?",WHAT_IS_PURCHASE_PENDING
7b916f2a-341c-430b-8624-d92b5cd3408c_gen,I oreder jeep wrangler unlimited 2015 with xxxxxK miles on it still it is showing online purchase pending,WHAT_IS_PURCHASE_PENDING
ba78a970-3549-48db-ae3a-0e582ab968e8_gen,I want to buy a car that’s not available yet,WHAT_IS_PURCHASE_PENDING
7003f760-c91f-49b2-97af-114d71db4f33_gen,if any become available please let me know,WHAT_IS_PURCHASE_PENDING
470a0bb0-9ada-4715-a82c-dddd4fc24865_gen,On carvana it says it's not available for purchase.,WHAT_IS_PURCHASE_PENDING
f2d3b726-4bf2-451c-b39e-8d813e14ad15_gen,"No thanks, there is a purchase pending for the one that I liked already.",WHAT_IS_PURCHASE_PENDING
a5404112-ccaf-4707-b3e1-236cb9bb47ca_gen,"Hi I'm really interest in this car I was wondering if still pending for purchase or is already available, the stock number is xxxxxxxxxx",WHAT_IS_PURCHASE_PENDING
34976261-b95b-4ae1-ba7f-c5df132fc800_gen,"If someone started a purchase, what are the odds of its availability",WHAT_IS_PURCHASE_PENDING
e9770d6e-2187-40eb-84b5-38bd2dc05f9c_gen,says unavailable,WHAT_IS_PURCHASE_PENDING
7067f585-7dcd-4511-b651-8fe1f7fccc74_gen,The site says that it is unlocked....,WHAT_IS_PURCHASE_PENDING
8625372e-cad1-45eb-b826-3abda07679f1_gen,"Hi, I am very interested in the this car(https://www.carvana.com/search/xxxxxxxxxx/xxxx-mercedes-benz-c-class-c-300-4matic), however it is currently not available for purchase, how long should I wait to know whether it will be available or not?",WHAT_IS_PURCHASE_PENDING
c5bebc8a-9559-4237-8ca3-b615506a669d_gen,We want it but looks like it's pending,WHAT_IS_PURCHASE_PENDING
2664f2c1-f09e-433c-80bd-e1cec884f6af_gen,can you tell me when will the 2009 Chrysler town and county be available,WHAT_IS_PURCHASE_PENDING
d67c1d8e-27da-4628-a8fd-54dc6920c53b_gen,The website shows it's not available.,WHAT_IS_PURCHASE_PENDING
b892d5f6-29b6-4bfc-bf71-43352b7c5868_gen,Why is that EVERY car I see is purchase pending.,WHAT_IS_PURCHASE_PENDING
477ddced-3c0a-4d4d-ba4d-f4bf282339a3_gen,What does it mean purchase pending available in x amount of days?,WHAT_IS_PURCHASE_PENDING
d124b7a8-d661-4389-b02f-bf4f591ddf69_gen,Why is this vehicle not available for immediate purchase?,WHAT_IS_PURCHASE_PENDING
b21ed788-cf7e-4a26-900d-5df7c23359e2_gen,I looked on the website and it says this vehicle is currently not available.,WHAT_IS_PURCHASE_PENDING
8e0950e9-30bb-4660-9e0a-1fb66a3537f7_gen,I just found out that that maxima is no longer available,WHAT_IS_PURCHASE_PENDING
fe131e3d-e0d0-49de-9bc0-c995859c1204_gen,How long will it be available?,WHAT_IS_PURCHASE_PENDING
c07bd87b-399b-4bd9-aa53-7c0f7019e845_gen,Unfortunately the vehicle I was interested in was already under the process of a potential purchase,WHAT_IS_PURCHASE_PENDING
edff4498-20d1-4dd7-b658-d2f18e49e2e2_gen,You only have one 7 series that I can finance with $1500 however it's on the purchase pending list,WHAT_IS_PURCHASE_PENDING
83e806a1-16af-4e2a-a748-3a7fa220cf6e_gen,This isn't even the ones that say Purchase Pending.,WHAT_IS_PURCHASE_PENDING
2eb8ded0-b172-4228-aaca-a2f66bed3275_gen,"I'm interested in a vehicle that is Purchase Pending, what are the odds of this vehicle becoming available again and when would it be available?",WHAT_IS_PURCHASE_PENDING
197f58e6-f747-45db-8c75-872e59b3f6d6_gen,Can you tell me when this car will be available?,WHAT_IS_PURCHASE_PENDING
ef3c76bb-332a-4aff-8a4e-5b7239d3d9c3_gen,Your site said sale pending.,WHAT_IS_PURCHASE_PENDING
b5af0803-ce02-4474-90a7-f6ba5ba67077_gen,Looks like it's not available now,WHAT_IS_PURCHASE_PENDING
3b123799-4ba9-440e-92e8-2a2cef0f7fad_gen,But it also says it's not available to me....confusing,WHAT_IS_PURCHASE_PENDING
e58b1390-21d5-43f2-917b-88d46b182632_gen,xxxxxxxxxx  when will this car be available for purchase?,WHAT_IS_PURCHASE_PENDING
34fd0d4e-6f75-4a66-83a4-81c9d75e94ac_gen,I'm interested in a vehicle that won't be available until 15 days.,WHAT_IS_PURCHASE_PENDING
21f7a2e3-ec66-4951-aa32-e0f0f5b3956c_gen,Says it's not available for purchase,WHAT_IS_PURCHASE_PENDING
d515d054-6859-4072-b47d-8717b522ec40_gen,It says another customer started the process for all of them,WHAT_IS_PURCHASE_PENDING
b8eb194e-e145-4584-8c8c-7fd53ac2f74f_gen,Possible availability again?,WHAT_IS_PURCHASE_PENDING
940d993e-3a05-41f1-b849-6145d5f4ea77_gen,Pending Purchase,WHAT_IS_PURCHASE_PENDING
e7eb2c73-54b3-42fe-8bb2-84cf32018630_gen,It has said available in 3 days for at least a few days now...,WHAT_IS_PURCHASE_PENDING
b1ced68e-a0da-44e4-bc36-452c30ffc1da_gen,How long does a car you're interested in purchasing but is currently pending for sale for another customer usually stay locked until it's released to purchase for someone else interested in purchasing it like me?,WHAT_IS_PURCHASE_PENDING
58761241-dcac-450f-bf19-b3c373739532_gen,"I've checked a couple different cars & after inputting info, only to be told vehicle not available to purchase.",WHAT_IS_PURCHASE_PENDING
a9f19395-5d24-47d8-af76-d5d3117cb9b9_gen,still says pending,WHAT_IS_PURCHASE_PENDING
fdb79821-ded1-4375-8714-5cbe8fe02c52_gen,Your site says there is a pending purchase,WHAT_IS_PURCHASE_PENDING
3937c30a-e549-47f6-a3a6-f0483aab0255_gen,Looks like it was already spoken for,WHAT_IS_PURCHASE_PENDING
e7310532-cda5-4ffe-9110-6021011eceb3_gen,I would like to purchase the trekking plus instead but it's saying unable to purchase now,WHAT_IS_PURCHASE_PENDING
cda3997b-d3b9-4284-afb3-e9efe52b0e75_gen,It says it's not currently available,WHAT_IS_PURCHASE_PENDING
67808a6e-37d3-4be8-9e34-b2f9d2faa3f1_gen,Or is it in pre-sale?,WHAT_IS_PURCHASE_PENDING
cd4e9373-609f-4f83-bc9e-7603ed35bd42_gen,It says unlocked but then shows it isnt available,WHAT_IS_PURCHASE_PENDING
c7030393-45e6-43be-b8dc-0ce4b76cd214_gen,When will this car become available?,WHAT_IS_PURCHASE_PENDING
72808557-1e83-4a4a-8e9e-72c00528cd99_gen,why do some of the vehicles say available in x amount of days,WHAT_IS_PURCHASE_PENDING
cce0e13a-faf6-44a4-8ad9-9abf51d9c934_gen,It says it is not available,WHAT_IS_PURCHASE_PENDING
ab5b5ef2-3bd2-41fd-a4e2-4bbbed37caf1_gen,"I'm interested in a vehicle that is Purchase Pending, what are the odds of this vehicle becoming available again and when would it be available?",WHAT_IS_PURCHASE_PENDING
ded7ce95-38f5-49fa-974e-648a0a034d4c_gen,When I look at specific cars they are immediately unavailable.,WHAT_IS_PURCHASE_PENDING
061fd3f9-416b-4276-9248-a15debe772df_gen,How long will it be available,WHAT_IS_PURCHASE_PENDING
71c98340-ef86-4c45-bdbf-2b67fe0f1219_gen,"I couldn't finish purchase , it say that the car is unlock...",WHAT_IS_PURCHASE_PENDING
a4b6cd85-2875-4f57-8ba2-164f5ea221ef_gen,"if the info says purchase pending, how long till we see if its actually sold",WHAT_IS_PURCHASE_PENDING
2002734c-6d57-4399-8f51-fa91ad773767_gen,I notice ones on your site are shown as Purchase Pending.,WHAT_IS_PURCHASE_PENDING
33af18a0-fc96-4c63-ac4e-92e7aca77ede_gen,"I like to purchase it, but still not available.",WHAT_IS_PURCHASE_PENDING
5cb12925-567d-42f8-8fff-18faebc4c3fd_gen,It says I can pre-order but it ahas a purchase pending.,WHAT_IS_PURCHASE_PENDING
fea20da3-9579-4922-8289-dc9a827b5e00_gen,"Hello, is there anyway possible that I can be notified for a specific vehicle",WHAT_IS_PURCHASE_PENDING
a2d2e119-3418-4038-a3ed-1eba879c9ad1_gen,It says the car is not available for purchase at this time as someone else's has kicked off this process,WHAT_IS_PURCHASE_PENDING
3f278790-c37a-43f5-9a92-3c180df38954_gen,"But now that i've done it, this car is still showing pending purchase under my account.",WHAT_IS_PURCHASE_PENDING
9d17f005-7584-4ea2-80c0-88e02051521b_gen,"Good Morning, I was wondering if you might be able to tell me when the 2017 Highlander will be available for sale?",WHAT_IS_PURCHASE_PENDING
d332ea76-412f-4de2-bb54-2816bf37abd9_gen,It says I can not because a customer has already started the purchasing process,WHAT_IS_PURCHASE_PENDING
1131a111-b795-4725-926b-c61e0ad5387d_gen,"What does the ""Available in XX days"" mean?",WHAT_IS_PURCHASE_PENDING
3c4037ae-b342-402b-8a45-79a0684851c7_gen,"It says it is not available, is that because I am asking about it",WHAT_IS_PURCHASE_PENDING
f986fabd-abd7-4400-b6f7-284beff60d73_gen,It says it's not available.,WHAT_IS_PURCHASE_PENDING
8e30a648-54de-45b1-a573-567740936db6_gen,"Hi, I am interested in buying one of two cars but they are both purchase pending; when might they become available (assuming the purchase is not complete)",WHAT_IS_PURCHASE_PENDING
418a56ad-2ea4-439b-8c21-c80402eb603c_gen,It says unavailable,WHAT_IS_PURCHASE_PENDING
43f1ba58-0aad-4856-8e8b-3fa7677141c9_gen,When are the kia Optimas hybrid going to be available for sale again?,WHAT_IS_PURCHASE_PENDING
162a6096-c3dd-4052-b6cd-f597fd53c498_gen,"I'm I interested but when I click on it, it says it is already reserved- does that mean it is not on the market anymore?",WHAT_IS_PURCHASE_PENDING
9e8aa941-7e26-4e4f-9847-928183289302_gen,"why does a car listing say ""coming soon?",WHAT_IS_PURCHASE_PENDING
d445843a-639e-4605-ad1d-6256e04c8dff_gen,Why it still shows pending?,WHAT_IS_PURCHASE_PENDING
171f24c7-25a3-4d13-8452-0ff0ebcbbc9e_gen,When will this car be available for purchase?,WHAT_IS_PURCHASE_PENDING
46a153c1-647b-41bf-9c49-c8f37e3ff6f8_gen,"Hi, Is there a way to be notified when any more Toyota Rav4s under 16k become available?",WHAT_IS_PURCHASE_PENDING
9102a0f6-b73e-4e6d-bc2f-40ebd35d47c2_gen,I'm one of the vehicles I'm interested in it says purchase pending which I obviously know what that means but then under that it says available in three days I'm confused by that could you explain,WHAT_IS_PURCHASE_PENDING
a660d0c3-5ef1-49bb-92cf-57ffba0b2411_gen,It's saying that purchase is pending.,WHAT_IS_PURCHASE_PENDING
7f8f330a-747c-4086-bd5b-d5a95ef86fb6_gen,what does purchase pending mean,WHAT_IS_PURCHASE_PENDING
3914c4a8-13f5-44ba-b0c3-7fb6d30db7de_gen,We did see some that we liked but they were pending sale so I set up an alert for any others that fit what we are looking for.,WHAT_IS_PURCHASE_PENDING
915f92c2-0aa6-4346-a200-961e04f9feb1_gen,"When I click on the link above it says someone is in the process of purchasing, but leave my email in case it becomes available.",WHAT_IS_PURCHASE_PENDING
96caca7f-9549-4c59-9de0-4e44a988ea32_gen,Can you tell me when my online preview will be available?,WHAT_IS_PURCHASE_PENDING
3668ebb8-ea6b-4edc-995b-db900f07192a_gen,it says someone else is trying to purchase the vehicle,WHAT_IS_PURCHASE_PENDING
236e9eb7-37c1-4425-9304-a5cddff5a267_gen,It shows purchase is pending,WHAT_IS_PURCHASE_PENDING
50803777-f3ca-4243-8288-bead282d9fb0_gen,"Yeah I see those, but they have pending sales",WHAT_IS_PURCHASE_PENDING
5c5e85b0-d5fc-445e-abf5-cb3bac992c48_gen,Is there a way we can find out when it will be available?,WHAT_IS_PURCHASE_PENDING
909aa4d5-550f-4730-811f-18e3ca715d5b_gen,im interested in a car but it says purchase pending how long does it take for process to go through when will i know if car becomes avail again,WHAT_IS_PURCHASE_PENDING
1898c0b2-1bbb-40b1-b9d2-0924efe0aebf_gen,It says someone may in process of purchasing it.,WHAT_IS_PURCHASE_PENDING
2c01aefd-2ccb-4e5e-ac3c-903892284477_gen,I see it says pending purchase,WHAT_IS_PURCHASE_PENDING
d9d28b81-2d17-4ec4-9e68-e7d8b43ed46d_gen,And it shows it's not available,WHAT_IS_PURCHASE_PENDING
628fc028-24bf-4119-9ba9-a111e6ec1ed1_gen,Pending purchases,WHAT_IS_PURCHASE_PENDING
e7d47999-7796-469e-b748-a51485ade646_gen,When will it be available?,WHAT_IS_PURCHASE_PENDING
51b00481-f276-499b-b60b-5d36d129380b_gen,cars marked pending sale,WHAT_IS_PURCHASE_PENDING
8e64d22d-8dab-4707-bf5c-cf6931da5469_gen,Says purchase is pending.,WHAT_IS_PURCHASE_PENDING
9880363f-6c77-44a6-9ac4-e7113656d4df_gen,"So, it says preview not available?",WHAT_IS_PURCHASE_PENDING
63fb2a3e-9cf1-440c-99a9-a3599988013a_gen,Why is this car not available,WHAT_IS_PURCHASE_PENDING
7322cd3e-ea56-4283-acf4-4d44d94b5e47_gen,When will the car be available?,WHAT_IS_PURCHASE_PENDING
de597f6c-afb0-4609-945a-defdaaaaf23d_gen,Interest in a pending purchase..,WHAT_IS_PURCHASE_PENDING
4f7be245-53a3-4638-ba48-15123e4b0fa5_gen,No purchase pending,WHAT_IS_PURCHASE_PENDING
0fb32026-6d23-4124-853b-d1cc5817326f_gen,If something says pending purchase but then says available in 8 days do you have another coming in,WHAT_IS_PURCHASE_PENDING
433fec5a-d9d0-43ea-b406-df2953a0e95e_gen,"Sorry, I meant - if someone else starts the process of trying to buy a car, how long do they have to finish the process?",WHAT_IS_PURCHASE_PENDING
09411fe9-838f-4269-aec7-c5a11732bb16_gen,Why does it say available Thursday?,WHAT_IS_PURCHASE_PENDING
c8d2d18e-f7d6-4188-bb4b-e79241bffde4_gen,It says it's not for sale,WHAT_IS_PURCHASE_PENDING
7edfb3af-0b04-4de2-a213-f005fcfeedf5_gen,The website says it unavailable,WHAT_IS_PURCHASE_PENDING
db358608-959c-45b2-9bb7-591103038bcc_gen,website says the vehicle is not available,WHAT_IS_PURCHASE_PENDING
a9c34b62-38b7-414d-9d4f-e378aff34918_gen,Why is every car pending purchase,WHAT_IS_PURCHASE_PENDING
bef13cc9-5890-4ddf-a2d0-7fa9d73510bc_gen,When will this car be available for purchase again?,WHAT_IS_PURCHASE_PENDING
004e70fb-80a4-462e-aab8-e8884de5734e_gen,How long do you expect it to be available for?,WHAT_IS_PURCHASE_PENDING
f6a1daf8-ec50-45b5-a7b0-7d8d7e2a51b7_gen,Why show us cars that are not available for purchase?,WHAT_IS_PURCHASE_PENDING
c978129c-9016-4d0c-a101-68f33779eec0_gen,It says it's no longer available for purchase.,WHAT_IS_PURCHASE_PENDING
7c1b6b41-0025-41f1-82c3-c1855b30a722_gen,"and also, says available in 40 days.",WHAT_IS_PURCHASE_PENDING
62ca5042-51c5-4b01-9738-2ff709260309_gen,why does every car within my search always say sales pending?,WHAT_IS_PURCHASE_PENDING
f0eb32f0-a807-4f19-aeb7-8386b01c7359_gen,It says it's not available for purchase?,WHAT_IS_PURCHASE_PENDING
4ac9552b-3bc4-45ee-b60c-b1ff87078a1a_gen,Ok says it's not available until the 21st?,WHAT_IS_PURCHASE_PENDING
e44add36-7c7a-4ec4-b0c9-9bf6f6fae2e3_gen,The first 2 are both already sold I was told and the 3rd one is a stick,WHAT_IS_PURCHASE_PENDING
be574bb4-6438-4f18-b0b4-9e950936b032_gen,I see only two and both are sale pending��,WHAT_IS_PURCHASE_PENDING
f604b6c1-ed1b-4f95-9840-bbc732b83867_gen,Does that mean it's no longer able to be reserved?,WHAT_IS_PURCHASE_PENDING
cfa5fcb6-dcb7-4196-b549-118e36bf2da2_gen,How long does it take to get your car sold,WHAT_IS_PURCHASE_PENDING
37270c48-88f9-4930-8a1d-52c0608e5627_gen,Im checking on a particular automobile to see if it is available,WHAT_IS_PURCHASE_PENDING
e23d69b4-4f84-4a10-9272-8b9ec3ba9760_gen,Is this available it says pending for so long I try to buy this before,WHAT_IS_PURCHASE_PENDING
22b408a7-4129-41c1-82b8-57b9a8d2e001_gen,Is this vehicle already reserved?,WHAT_IS_PURCHASE_PENDING
b38766ad-380c-44d9-b4e9-ca29abc4147a_gen,when will the 2010 rogue be available for purchase?,WHAT_IS_PURCHASE_PENDING
e3c10eef-a7f9-46dc-8aaa-f9832234997d_gen,"On the website , it says this vehicle is currently not available for purchase",WHAT_IS_PURCHASE_PENDING
da585079-7172-4b87-ba98-1cea51d1b005_gen,It's showing as unavailable.,WHAT_IS_PURCHASE_PENDING
fb07c83b-ada3-4edb-8baa-3aea57801f27_gen,They all have sales pending,WHAT_IS_PURCHASE_PENDING
74cf27c5-3316-4670-b6bd-733def8a04ba_gen,"The website says someone else is buying this car, and I'm unable to set up an appointment",WHAT_IS_PURCHASE_PENDING
0eb550eb-f7f0-427e-8173-70a00c05d453_gen,what does purchase pending mean?,WHAT_IS_PURCHASE_PENDING
5177309b-768f-4001-912e-7ed6ca094ad5_gen,when will it be available ?,WHAT_IS_PURCHASE_PENDING
2b92b645-2d99-4ed9-a009-d1725d7a1d52_gen,It says it's already in purchase,WHAT_IS_PURCHASE_PENDING
d4896d62-cfe8-4f8e-875b-59a0dafe3a18_gen,can you tell how much longer a user has before the purchase pending will expire on a certain vehicle?,WHAT_IS_PURCHASE_PENDING
3ad58873-96cb-4a27-a481-e551de8e65f8_gen,It has been in purchase pending since last night,WHAT_IS_PURCHASE_PENDING
1de3e651-e8ca-4eaa-895e-ce54784ee673_gen,When do new cars come available?,WHAT_IS_PURCHASE_PENDING
5c275476-2038-4e2d-9be5-d49985415431_gen,"Yes. I'm interested but when I look at the website it then says ""this car is not available for sale""",WHAT_IS_PURCHASE_PENDING
1dd91783-21ff-4379-b3f3-c509d4ac2b09,What are the dates they would come out?,WHAT_IS_PURCHASE_PENDING
a61c7686-60b3-433d-b2df-fdb0d8760ceb_gen,But it says it is not available for purchase.,WHAT_IS_PURCHASE_PENDING
